Subsystem,Instance,Parameter,CurrentModelTarget,PlannedConfigKey,ConfigRecordCreated,ComponentParameterCreated,ActualTargetConnected,DefaultMatched,UnitConversion,Status
Payload,selfieCamera,RCM_Z,Components.SelfieCameraUnit.cameraBody.r_CM[3],SpacecraftDesignConfig.payload.selfieCamera.RCM_Z,True,True,True,True,m -> SI,PASS
Payload,selfieCamera,Inertia_XX,Components.SelfieCameraUnit.cameraBody.I_11,SpacecraftDesignConfig.payload.selfieCamera.Inertia_XX,True,True,True,True,kg·m² -> SI,PASS
Payload,selfieCamera,Inertia_YY,Components.SelfieCameraUnit.cameraBody.I_22,SpacecraftDesignConfig.payload.selfieCamera.Inertia_YY,True,True,True,True,kg·m² -> SI,PASS
Payload,selfieCamera,Inertia_ZZ,Components.SelfieCameraUnit.cameraBody.I_33,SpacecraftDesignConfig.payload.selfieCamera.Inertia_ZZ,True,True,True,True,kg·m² -> SI,PASS
Payload,naviEnhance,ActiveResistance,Components.NaviEnhancePayloadUnit.modeCalculation.activeResistance,SpacecraftDesignConfig.payload.naviEnhance.ActiveResistance,True,True,True,True,Ω -> SI,PASS
Payload,naviEnhance,StandbyResistance,Components.NaviEnhancePayloadUnit.modeCalculation.standbyResistance,SpacecraftDesignConfig.payload.naviEnhance.StandbyResistance,True,True,True,True,Ω -> SI,PASS
Payload,naviEnhance,HeatCapacity,Components.NaviEnhancePayloadUnit.processorNode.C,SpacecraftDesignConfig.payload.naviEnhance.HeatCapacity,True,True,True,True,J/K -> SI,PASS
Payload,naviEnhance,MountConductance,Components.NaviEnhancePayloadUnit.deckPath.G,SpacecraftDesignConfig.payload.naviEnhance.MountConductance,True,True,True,True,W/K -> SI,PASS
Payload,naviEnhance,Mass,Components.NaviEnhancePayloadUnit.unitBody.m,SpacecraftDesignConfig.payload.naviEnhance.Mass,True,True,True,True,kg -> SI,PASS
Payload,naviEnhance,RCM_X,Components.NaviEnhancePayloadUnit.unitBody.r_CM[1],SpacecraftDesignConfig.payload.naviEnhance.RCM_X,True,True,True,True,m -> SI,PASS
Payload,naviEnhance,RCM_Y,Components.NaviEnhancePayloadUnit.unitBody.r_CM[2],SpacecraftDesignConfig.payload.naviEnhance.RCM_Y,True,True,True,True,m -> SI,PASS
Payload,naviEnhance,RCM_Z,Components.NaviEnhancePayloadUnit.unitBody.r_CM[3],SpacecraftDesignConfig.payload.naviEnhance.RCM_Z,True,True,True,True,m -> SI,PASS
Payload,naviEnhance,Inertia_XX,Components.NaviEnhancePayloadUnit.unitBody.I_11,SpacecraftDesignConfig.payload.naviEnhance.Inertia_XX,True,True,True,True,kg·m² -> SI,PASS
Payload,naviEnhance,Inertia_YY,Components.NaviEnhancePayloadUnit.unitBody.I_22,SpacecraftDesignConfig.payload.naviEnhance.Inertia_YY,True,True,True,True,kg·m² -> SI,PASS
Payload,naviEnhance,Inertia_ZZ,Components.NaviEnhancePayloadUnit.unitBody.I_33,SpacecraftDesignConfig.payload.naviEnhance.Inertia_ZZ,True,True,True,True,kg·m² -> SI,PASS
Payload,spaceTime,ActiveResistance,Components.SpaceTimePayloadUnit.modeCalculation.activeResistance,SpacecraftDesignConfig.payload.spaceTime.ActiveResistance,True,True,True,True,Ω -> SI,PASS
Payload,spaceTime,StandbyResistance,Components.SpaceTimePayloadUnit.modeCalculation.standbyResistance,SpacecraftDesignConfig.payload.spaceTime.StandbyResistance,True,True,True,True,Ω -> SI,PASS
Payload,spaceTime,EMIResistance,Components.SpaceTimePayloadUnit.emiChoke.R,SpacecraftDesignConfig.payload.spaceTime.EMIResistance,True,True,True,True,Ω -> SI,PASS
Payload,spaceTime,HeatCapacity,Components.SpaceTimePayloadUnit.clockNode.C,SpacecraftDesignConfig.payload.spaceTime.HeatCapacity,True,True,True,True,J/K -> SI,PASS
Payload,spaceTime,ThermalResistance,Components.SpaceTimePayloadUnit.isolator.R,SpacecraftDesignConfig.payload.spaceTime.ThermalResistance,True,True,True,True,K/W -> SI,PASS
Payload,spaceTime,Mass,Components.SpaceTimePayloadUnit.clockBody.m,SpacecraftDesignConfig.payload.spaceTime.Mass,True,True,True,True,kg -> SI,PASS
Payload,spaceTime,RCM_X,Components.SpaceTimePayloadUnit.clockBody.r_CM[1],SpacecraftDesignConfig.payload.spaceTime.RCM_X,True,True,True,True,m -> SI,PASS
Payload,spaceTime,RCM_Y,Components.SpaceTimePayloadUnit.clockBody.r_CM[2],SpacecraftDesignConfig.payload.spaceTime.RCM_Y,True,True,True,True,m -> SI,PASS
Payload,spaceTime,RCM_Z,Components.SpaceTimePayloadUnit.clockBody.r_CM[3],SpacecraftDesignConfig.payload.spaceTime.RCM_Z,True,True,True,True,m -> SI,PASS
Payload,spaceTime,Inertia_XX,Components.SpaceTimePayloadUnit.clockBody.I_11,SpacecraftDesignConfig.payload.spaceTime.Inertia_XX,True,True,True,True,kg·m² -> SI,PASS
Payload,spaceTime,Inertia_YY,Components.SpaceTimePayloadUnit.clockBody.I_22,SpacecraftDesignConfig.payload.spaceTime.Inertia_YY,True,True,True,True,kg·m² -> SI,PASS
Payload,spaceTime,Inertia_ZZ,Components.SpaceTimePayloadUnit.clockBody.I_33,SpacecraftDesignConfig.payload.spaceTime.Inertia_ZZ,True,True,True,True,kg·m² -> SI,PASS
Payload,fotonAmur,MissionEnabled,Components.FotonAmurPayloadUnit.fotonAmurMissionEnabled,SpacecraftDesignConfig.payload.fotonAmur.MissionEnabled,True,True,True,True,identity,PASS
Payload,fotonAmur,ElectronicsResistance,Components.FotonAmurPayloadUnit.sensorElectronics.R,SpacecraftDesignConfig.payload.fotonAmur.ElectronicsResistance,True,True,True,True,Ω -> SI,PASS
Payload,fotonAmur,EMIResistance,Components.FotonAmurPayloadUnit.emiChoke.R,SpacecraftDesignConfig.payload.fotonAmur.EMIResistance,True,True,True,True,Ω -> SI,PASS
Payload,fotonAmur,HeatCapacity,Components.FotonAmurPayloadUnit.sensorHead.C,SpacecraftDesignConfig.payload.fotonAmur.HeatCapacity,True,True,True,True,J/K -> SI,PASS
Payload,fotonAmur,MountConductance,Components.FotonAmurPayloadUnit.deckPath.G,SpacecraftDesignConfig.payload.fotonAmur.MountConductance,True,True,True,True,W/K -> SI,PASS
Payload,fotonAmur,Mass,Components.FotonAmurPayloadUnit.payloadBody.m,SpacecraftDesignConfig.payload.fotonAmur.Mass,True,True,True,True,kg -> SI,PASS
Payload,fotonAmur,RCM_X,Components.FotonAmurPayloadUnit.payloadBody.r_CM[1],SpacecraftDesignConfig.payload.fotonAmur.RCM_X,True,True,True,True,m -> SI,PASS
Payload,fotonAmur,RCM_Y,Components.FotonAmurPayloadUnit.payloadBody.r_CM[2],SpacecraftDesignConfig.payload.fotonAmur.RCM_Y,True,True,True,True,m -> SI,PASS
Payload,fotonAmur,RCM_Z,Components.FotonAmurPayloadUnit.payloadBody.r_CM[3],SpacecraftDesignConfig.payload.fotonAmur.RCM_Z,True,True,True,True,m -> SI,PASS
Payload,fotonAmur,Inertia_XX,Components.FotonAmurPayloadUnit.payloadBody.I_11,SpacecraftDesignConfig.payload.fotonAmur.Inertia_XX,True,True,True,True,kg·m² -> SI,PASS
Payload,fotonAmur,Inertia_YY,Components.FotonAmurPayloadUnit.payloadBody.I_22,SpacecraftDesignConfig.payload.fotonAmur.Inertia_YY,True,True,True,True,kg·m² -> SI,PASS
Payload,fotonAmur,Inertia_ZZ,Components.FotonAmurPayloadUnit.payloadBody.I_33,SpacecraftDesignConfig.payload.fotonAmur.Inertia_ZZ,True,True,True,True,kg·m² -> SI,PASS
DataHandling,obc,ProcessorLoadResistance,Components.OnboardComputerUnit.cpuLoad.R,SpacecraftDesignConfig.dataHandling.obc.ProcessorLoadResistance,True,True,True,True,Ω -> SI,PASS
DataHandling,obc,CPUHeatCapacity,Components.OnboardComputerUnit.cpuNode.C,SpacecraftDesignConfig.dataHandling.obc.CPUHeatCapacity,True,True,True,True,J/K -> SI,PASS
DataHandling,obc,BoardHeatCapacity,Components.OnboardComputerUnit.boardNode.C,SpacecraftDesignConfig.dataHandling.obc.BoardHeatCapacity,True,True,True,True,J/K -> SI,PASS
DataHandling,obc,CPUBoardConductance,Components.OnboardComputerUnit.cpuBoard.G,SpacecraftDesignConfig.dataHandling.obc.CPUBoardConductance,True,True,True,True,W/K -> SI,PASS
DataHandling,obc,BoardMountConductance,Components.OnboardComputerUnit.boardMount.G,SpacecraftDesignConfig.dataHandling.obc.BoardMountConductance,True,True,True,True,W/K -> SI,PASS
DataHandling,obc,Mass,Components.OnboardComputerUnit.obcBody.m,SpacecraftDesignConfig.dataHandling.obc.Mass,True,True,True,True,kg -> SI,PASS
DataHandling,obc,RCM_X,Components.OnboardComputerUnit.obcBody.r_CM[1],SpacecraftDesignConfig.dataHandling.obc.RCM_X,True,True,True,True,m -> SI,PASS
DataHandling,obc,RCM_Y,Components.OnboardComputerUnit.obcBody.r_CM[2],SpacecraftDesignConfig.dataHandling.obc.RCM_Y,True,True,True,True,m -> SI,PASS
DataHandling,obc,RCM_Z,Components.OnboardComputerUnit.obcBody.r_CM[3],SpacecraftDesignConfig.dataHandling.obc.RCM_Z,True,True,True,True,m -> SI,PASS
DataHandling,obc,Inertia_XX,Components.OnboardComputerUnit.obcBody.I_11,SpacecraftDesignConfig.dataHandling.obc.Inertia_XX,True,True,True,True,kg·m² -> SI,PASS
DataHandling,obc,Inertia_YY,Components.OnboardComputerUnit.obcBody.I_22,SpacecraftDesignConfig.dataHandling.obc.Inertia_YY,True,True,True,True,kg·m² -> SI,PASS
DataHandling,obc,Inertia_ZZ,Components.OnboardComputerUnit.obcBody.I_33,SpacecraftDesignConfig.dataHandling.obc.Inertia_ZZ,True,True,True,True,kg·m² -> SI,PASS
DataHandling,recorder,CapacityBytes,Components.DataRecorderUnit.capacity,SpacecraftDesignConfig.dataHandling.recorder.CapacityBytes,True,True,True,True,identity,PASS
DataHandling,recorder,NANDLoadResistance,Components.DataRecorderUnit.nandLoad.R,SpacecraftDesignConfig.dataHandling.recorder.NANDLoadResistance,True,True,True,True,Ω -> SI,PASS
DataHandling,recorder,MemoryHeatCapacity,Components.DataRecorderUnit.memoryNode.C,SpacecraftDesignConfig.dataHandling.recorder.MemoryHeatCapacity,True,True,True,True,J/K -> SI,PASS
DataHandling,recorder,CardGuideConductance,Components.DataRecorderUnit.cardGuide.G,SpacecraftDesignConfig.dataHandling.recorder.CardGuideConductance,True,True,True,True,W/K -> SI,PASS
DataHandling,recorder,Mass,Components.DataRecorderUnit.recorderBody.m,SpacecraftDesignConfig.dataHandling.recorder.Mass,True,True,True,True,kg -> SI,PASS
DataHandling,recorder,RCM_X,Components.DataRecorderUnit.recorderBody.r_CM[1],SpacecraftDesignConfig.dataHandling.recorder.RCM_X,True,True,True,True,m -> SI,PASS
DataHandling,recorder,RCM_Y,Components.DataRecorderUnit.recorderBody.r_CM[2],SpacecraftDesignConfig.dataHandling.recorder.RCM_Y,True,True,True,True,m -> SI,PASS
DataHandling,recorder,RCM_Z,Components.DataRecorderUnit.recorderBody.r_CM[3],SpacecraftDesignConfig.dataHandling.recorder.RCM_Z,True,True,True,True,m -> SI,PASS
DataHandling,recorder,Inertia_XX,Components.DataRecorderUnit.recorderBody.I_11,SpacecraftDesignConfig.dataHandling.recorder.Inertia_XX,True,True,True,True,kg·m² -> SI,PASS
DataHandling,recorder,Inertia_YY,Components.DataRecorderUnit.recorderBody.I_22,SpacecraftDesignConfig.dataHandling.recorder.Inertia_YY,True,True,True,True,kg·m² -> SI,PASS
DataHandling,recorder,Inertia_ZZ,Components.DataRecorderUnit.recorderBody.I_33,SpacecraftDesignConfig.dataHandling.recorder.Inertia_ZZ,True,True,True,True,kg·m² -> SI,PASS
Communication,ttcReceiver,ReceiverLoadResistance,Components.RadioReceiverUnit.receiverLoad.R,SpacecraftDesignConfig.communication.ttcReceiver.ReceiverLoadResistance,True,True,True,True,Ω -> SI,PASS
Communication,ttcReceiver,RFChokeResistance,Components.RadioReceiverUnit.rfChoke.R,SpacecraftDesignConfig.communication.ttcReceiver.RFChokeResistance,True,True,True,True,Ω -> SI,PASS
Communication,ttcReceiver,HeatCapacity,Components.RadioReceiverUnit.rfNode.C,SpacecraftDesignConfig.communication.ttcReceiver.HeatCapacity,True,True,True,True,J/K -> SI,PASS
Communication,ttcReceiver,MountConductance,Components.RadioReceiverUnit.chassis.G,SpacecraftDesignConfig.communication.ttcReceiver.MountConductance,True,True,True,True,W/K -> SI,PASS
Communication,ttcReceiver,Mass,Components.RadioReceiverUnit.receiverBody.m,SpacecraftDesignConfig.communication.ttcReceiver.Mass,True,True,True,True,kg -> SI,PASS
Communication,ttcReceiver,RCM_X,Components.RadioReceiverUnit.receiverBody.r_CM[1],SpacecraftDesignConfig.communication.ttcReceiver.RCM_X,True,True,True,True,m -> SI,PASS
Communication,ttcReceiver,RCM_Y,Components.RadioReceiverUnit.receiverBody.r_CM[2],SpacecraftDesignConfig.communication.ttcReceiver.RCM_Y,True,True,True,True,m -> SI,PASS
Communication,ttcReceiver,RCM_Z,Components.RadioReceiverUnit.receiverBody.r_CM[3],SpacecraftDesignConfig.communication.ttcReceiver.RCM_Z,True,True,True,True,m -> SI,PASS
Communication,ttcReceiver,Inertia_XX,Components.RadioReceiverUnit.receiverBody.I_11,SpacecraftDesignConfig.communication.ttcReceiver.Inertia_XX,True,True,True,True,kg·m² -> SI,PASS
Communication,ttcReceiver,Inertia_YY,Components.RadioReceiverUnit.receiverBody.I_22,SpacecraftDesignConfig.communication.ttcReceiver.Inertia_YY,True,True,True,True,kg·m² -> SI,PASS
Communication,ttcReceiver,Inertia_ZZ,Components.RadioReceiverUnit.receiverBody.I_33,SpacecraftDesignConfig.communication.ttcReceiver.Inertia_ZZ,True,True,True,True,kg·m² -> SI,PASS
Communication,baseband,FPGALoadResistance,Components.LowRateTelemetryTransmitterUnit.fpgaLoad.R,SpacecraftDesignConfig.communication.baseband.FPGALoadResistance,True,True,True,True,Ω -> SI,PASS
Communication,baseband,BoardHeatCapacity,Components.LowRateTelemetryTransmitterUnit.board.C,SpacecraftDesignConfig.communication.baseband.BoardHeatCapacity,True,True,True,True,J/K -> SI,PASS
Communication,baseband,MountConductance,Components.LowRateTelemetryTransmitterUnit.guide.G,SpacecraftDesignConfig.communication.baseband.MountConductance,True,True,True,True,W/K -> SI,PASS
Communication,baseband,Mass,Components.LowRateTelemetryTransmitterUnit.basebandBody.m,SpacecraftDesignConfig.communication.baseband.Mass,True,True,True,True,kg -> SI,PASS
Communication,baseband,RCM_X,Components.LowRateTelemetryTransmitterUnit.basebandBody.r_CM[1],SpacecraftDesignConfig.communication.baseband.RCM_X,True,True,True,True,m -> SI,PASS
Communication,baseband,RCM_Y,Components.LowRateTelemetryTransmitterUnit.basebandBody.r_CM[2],SpacecraftDesignConfig.communication.baseband.RCM_Y,True,True,True,True,m -> SI,PASS
Communication,baseband,RCM_Z,Components.LowRateTelemetryTransmitterUnit.basebandBody.r_CM[3],SpacecraftDesignConfig.communication.baseband.RCM_Z,True,True,True,True,m -> SI,PASS
Communication,baseband,Inertia_XX,Components.LowRateTelemetryTransmitterUnit.basebandBody.I_11,SpacecraftDesignConfig.communication.baseband.Inertia_XX,True,True,True,True,kg·m² -> SI,PASS
Communication,baseband,Inertia_YY,Components.LowRateTelemetryTransmitterUnit.basebandBody.I_22,SpacecraftDesignConfig.communication.baseband.Inertia_YY,True,True,True,True,kg·m² -> SI,PASS
Communication,baseband,Inertia_ZZ,Components.LowRateTelemetryTransmitterUnit.basebandBody.I_33,SpacecraftDesignConfig.communication.baseband.Inertia_ZZ,True,True,True,True,kg·m² -> SI,PASS
Communication,xband,NominalDataRate,Components.XBandTransmitterUnit.nominalPayloadDataRate,SpacecraftDesignConfig.communication.xband.NominalDataRate,True,True,True,True,identity,PASS
Communication,xband,HighPerformanceDataRate,Components.XBandTransmitterUnit.highPerformancePayloadDataRate,SpacecraftDesignConfig.communication.xband.HighPerformanceDataRate,True,True,True,True,identity,PASS
Communication,xband,UseHighPerformanceDataRate,Components.XBandTransmitterUnit.useHighPerformanceDataRate,SpacecraftDesignConfig.communication.xband.UseHighPerformanceDataRate,True,True,True,True,identity,PASS
Communication,xband,PowerAmplifierResistance,Components.XBandTransmitterUnit.powerAmplifier.R,SpacecraftDesignConfig.communication.xband.PowerAmplifierResistance,True,True,True,True,Ω -> SI,PASS
Communication,xband,OutputMatchResistance,Components.XBandTransmitterUnit.outputMatch.R,SpacecraftDesignConfig.communication.xband.OutputMatchResistance,True,True,True,True,Ω -> SI,PASS
Communication,xband,PAHeatCapacity,Components.XBandTransmitterUnit.paNode.C,SpacecraftDesignConfig.communication.xband.PAHeatCapacity,True,True,True,True,J/K -> SI,PASS
Communication,xband,RadiatorConductance,Components.XBandTransmitterUnit.radiatorPath.G,SpacecraftDesignConfig.communication.xband.RadiatorConductance,True,True,True,True,W/K -> SI,PASS
Communication,xband,Mass,Components.XBandTransmitterUnit.transmitterBody.m,SpacecraftDesignConfig.communication.xband.Mass,True,True,True,True,kg -> SI,PASS
Communication,xband,RCM_X,Components.XBandTransmitterUnit.transmitterBody.r_CM[1],SpacecraftDesignConfig.communication.xband.RCM_X,True,True,True,True,m -> SI,PASS
Communication,xband,RCM_Y,Components.XBandTransmitterUnit.transmitterBody.r_CM[2],SpacecraftDesignConfig.communication.xband.RCM_Y,True,True,True,True,m -> SI,PASS
Communication,xband,RCM_Z,Components.XBandTransmitterUnit.transmitterBody.r_CM[3],SpacecraftDesignConfig.communication.xband.RCM_Z,True,True,True,True,m -> SI,PASS
Communication,xband,Inertia_XX,Components.XBandTransmitterUnit.transmitterBody.I_11,SpacecraftDesignConfig.communication.xband.Inertia_XX,True,True,True,True,kg·m² -> SI,PASS
Communication,xband,Inertia_YY,Components.XBandTransmitterUnit.transmitterBody.I_22,SpacecraftDesignConfig.communication.xband.Inertia_YY,True,True,True,True,kg·m² -> SI,PASS
Communication,xband,Inertia_ZZ,Components.XBandTransmitterUnit.transmitterBody.I_33,SpacecraftDesignConfig.communication.xband.Inertia_ZZ,True,True,True,True,kg·m² -> SI,PASS
Communication,antenna,PatchHeatCapacity,Components.AntennaUnit.patchNode.C,SpacecraftDesignConfig.communication.antenna.PatchHeatCapacity,True,True,True,True,J/K -> SI,PASS
Communication,antenna,RFDeckConductance,Components.AntennaUnit.rfDeck.G,SpacecraftDesignConfig.communication.antenna.RFDeckConductance,True,True,True,True,W/K -> SI,PASS
Communication,antenna,MastOffsetZ,Components.AntennaUnit.antennaMast.r[3],SpacecraftDesignConfig.communication.antenna.MastOffsetZ,True,True,True,True,m -> SI,PASS
Communication,antenna,Mass,Components.AntennaUnit.antennaMass.m,SpacecraftDesignConfig.communication.antenna.Mass,True,True,True,True,kg -> SI,PASS
Communication,antenna,RCM_X,Components.AntennaUnit.antennaMass.r_CM[1],SpacecraftDesignConfig.communication.antenna.RCM_X,True,True,True,True,m -> SI,PASS
Communication,antenna,RCM_Y,Components.AntennaUnit.antennaMass.r_CM[2],SpacecraftDesignConfig.communication.antenna.RCM_Y,True,True,True,True,m -> SI,PASS
Communication,antenna,RCM_Z,Components.AntennaUnit.antennaMass.r_CM[3],SpacecraftDesignConfig.communication.antenna.RCM_Z,True,True,True,True,m -> SI,PASS
Communication,antenna,Inertia_XX,Components.AntennaUnit.antennaMass.I_11,SpacecraftDesignConfig.communication.antenna.Inertia_XX,True,True,True,True,kg·m² -> SI,PASS
Communication,antenna,Inertia_YY,Components.AntennaUnit.antennaMass.I_22,SpacecraftDesignConfig.communication.antenna.Inertia_YY,True,True,True,True,kg·m² -> SI,PASS
Communication,antenna,Inertia_ZZ,Components.AntennaUnit.antennaMass.I_33,SpacecraftDesignConfig.communication.antenna.Inertia_ZZ,True,True,True,True,kg·m² -> SI,PASS
Navigation,gnss,RFDigitalLoadResistance,Components.GPSReceiverUnit.rfDigitalLoad.R,SpacecraftDesignConfig.navigation.gnss.RFDigitalLoadResistance,True,True,True,True,Ω -> SI,PASS
Navigation,gnss,HeatCapacity,Components.GPSReceiverUnit.receiverNode.C,SpacecraftDesignConfig.navigation.gnss.HeatCapacity,True,True,True,True,J/K -> SI,PASS
Navigation,gnss,MountConductance,Components.GPSReceiverUnit.baseplate.G,SpacecraftDesignConfig.navigation.gnss.MountConductance,True,True,True,True,W/K -> SI,PASS
Navigation,gnss,Mass,Components.GPSReceiverUnit.boardBody.m,SpacecraftDesignConfig.navigation.gnss.Mass,True,True,True,True,kg -> SI,PASS
Navigation,gnss,RCM_X,Components.GPSReceiverUnit.boardBody.r_CM[1],SpacecraftDesignConfig.navigation.gnss.RCM_X,True,True,True,True,m -> SI,PASS
Navigation,gnss,RCM_Y,Components.GPSReceiverUnit.boardBody.r_CM[2],SpacecraftDesignConfig.navigation.gnss.RCM_Y,True,True,True,True,m -> SI,PASS
Navigation,gnss,RCM_Z,Components.GPSReceiverUnit.boardBody.r_CM[3],SpacecraftDesignConfig.navigation.gnss.RCM_Z,True,True,True,True,m -> SI,PASS
Navigation,gnss,Inertia_XX,Components.GPSReceiverUnit.boardBody.I_11,SpacecraftDesignConfig.navigation.gnss.Inertia_XX,True,True,True,True,kg·m² -> SI,PASS
Navigation,gnss,Inertia_YY,Components.GPSReceiverUnit.boardBody.I_22,SpacecraftDesignConfig.navigation.gnss.Inertia_YY,True,True,True,True,kg·m² -> SI,PASS
Navigation,gnss,Inertia_ZZ,Components.GPSReceiverUnit.boardBody.I_33,SpacecraftDesignConfig.navigation.gnss.Inertia_ZZ,True,True,True,True,kg·m² -> SI,PASS
ThermalControl,controller,BoardLoadResistance,Components.ThermalControllerUnit.boardLoad.R,SpacecraftDesignConfig.thermalControl.controller.BoardLoadResistance,True,True,True,True,Ω -> SI,PASS
ThermalControl,controller,BoardHeatCapacity,Components.ThermalControllerUnit.boardNode.C,SpacecraftDesignConfig.thermalControl.controller.BoardHeatCapacity,True,True,True,True,J/K -> SI,PASS
ThermalControl,controller,MountConductance,Components.ThermalControllerUnit.baseplate.G,SpacecraftDesignConfig.thermalControl.controller.MountConductance,True,True,True,True,W/K -> SI,PASS
ThermalControl,controller,Mass,Components.ThermalControllerUnit.tcbBody.m,SpacecraftDesignConfig.thermalControl.controller.Mass,True,True,True,True,kg -> SI,PASS
ThermalControl,controller,RCM_X,Components.ThermalControllerUnit.tcbBody.r_CM[1],SpacecraftDesignConfig.thermalControl.controller.RCM_X,True,True,True,True,m -> SI,PASS
ThermalControl,controller,RCM_Y,Components.ThermalControllerUnit.tcbBody.r_CM[2],SpacecraftDesignConfig.thermalControl.controller.RCM_Y,True,True,True,True,m -> SI,PASS
ThermalControl,controller,RCM_Z,Components.ThermalControllerUnit.tcbBody.r_CM[3],SpacecraftDesignConfig.thermalControl.controller.RCM_Z,True,True,True,True,m -> SI,PASS
ThermalControl,controller,Inertia_XX,Components.ThermalControllerUnit.tcbBody.I_11,SpacecraftDesignConfig.thermalControl.controller.Inertia_XX,True,True,True,True,kg·m² -> SI,PASS
ThermalControl,controller,Inertia_YY,Components.ThermalControllerUnit.tcbBody.I_22,SpacecraftDesignConfig.thermalControl.controller.Inertia_YY,True,True,True,True,kg·m² -> SI,PASS
ThermalControl,controller,Inertia_ZZ,Components.ThermalControllerUnit.tcbBody.I_33,SpacecraftDesignConfig.thermalControl.controller.Inertia_ZZ,True,True,True,True,kg·m² -> SI,PASS
ThermalControl,heaters,HeaterResistance,Components.HeaterRadiatorUnit.heaterCalculation[*].heaterResistance,SpacecraftDesignConfig.thermalControl.heaters.HeaterResistance,True,True,True,True,Ω -> SI,PASS
ThermalControl,heaters,HeaterDeckHeatCapacity,Components.HeaterRadiatorUnit.heaterDeck.C,SpacecraftDesignConfig.thermalControl.heaters.HeaterDeckHeatCapacity,True,True,True,True,J/K -> SI,PASS
ThermalControl,heaters,RadiatorConductance,Components.HeaterRadiatorUnit.radiator.G,SpacecraftDesignConfig.thermalControl.heaters.RadiatorConductance,True,True,True,True,W/K -> SI,PASS
ThermalControl,heaters,Mass,Components.HeaterRadiatorUnit.harnessMass.m,SpacecraftDesignConfig.thermalControl.heaters.Mass,True,True,True,True,kg -> SI,PASS
ThermalControl,heaters,RCM_X,Components.HeaterRadiatorUnit.harnessMass.r_CM[1],SpacecraftDesignConfig.thermalControl.heaters.RCM_X,True,True,True,True,m -> SI,PASS
ThermalControl,heaters,RCM_Y,Components.HeaterRadiatorUnit.harnessMass.r_CM[2],SpacecraftDesignConfig.thermalControl.heaters.RCM_Y,True,True,True,True,m -> SI,PASS
ThermalControl,heaters,RCM_Z,Components.HeaterRadiatorUnit.harnessMass.r_CM[3],SpacecraftDesignConfig.thermalControl.heaters.RCM_Z,True,True,True,True,m -> SI,PASS
ThermalControl,heaters,Inertia_XX,Components.HeaterRadiatorUnit.harnessMass.I_11,SpacecraftDesignConfig.thermalControl.heaters.Inertia_XX,True,True,True,True,kg·m² -> SI,PASS
ThermalControl,heaters,Inertia_YY,Components.HeaterRadiatorUnit.harnessMass.I_22,SpacecraftDesignConfig.thermalControl.heaters.Inertia_YY,True,True,True,True,kg·m² -> SI,PASS
ThermalControl,heaters,Inertia_ZZ,Components.HeaterRadiatorUnit.harnessMass.I_33,SpacecraftDesignConfig.thermalControl.heaters.Inertia_ZZ,True,True,True,True,kg·m² -> SI,PASS
ThermalControl,thermalOverall,BodySolarAbsorptivity,Systems.Four_systems.ThermalOverall.bodySolarAbsorptivity,SpacecraftDesignConfig.thermalControl.overall.BodySolarAbsorptivity,True,True,True,True,identity,PASS
ThermalControl,thermalOverall,BodyInfraredAbsorptivity,Systems.Four_systems.ThermalOverall.bodyInfraredAbsorptivity,SpacecraftDesignConfig.thermalControl.overall.BodyInfraredAbsorptivity,True,True,True,True,identity,PASS
ThermalControl,thermalOverall,ExternalEmissivity,Systems.Four_systems.ThermalOverall.externalEmissivity,SpacecraftDesignConfig.thermalControl.overall.ExternalEmissivity,True,True,True,True,identity,PASS
ThermalControl,thermalOverall,BusDeckHeatCapacity,Systems.Four_systems.ThermalOverall.busDeck.C,SpacecraftDesignConfig.thermalControl.overall.BusDeckHeatCapacity,True,True,True,True,J/K -> SI,PASS
ThermalControl,thermalOverall,ExternalShellHeatCapacity,Systems.Four_systems.ThermalOverall.externalShell.C,SpacecraftDesignConfig.thermalControl.overall.ExternalShellHeatCapacity,True,True,True,True,J/K -> SI,PASS
ThermalControl,thermalOverall,ShellToBusConductance,Systems.Four_systems.ThermalOverall.shellToBus.G,SpacecraftDesignConfig.thermalControl.overall.ShellToBusConductance,True,True,True,True,W/K -> SI,PASS
Structure,structure,PrimaryStructureMass,Foundation.Types.MassProperties.primaryStructureMass,SpacecraftDesignConfig.structure.structure.PrimaryStructureMass,True,True,True,True,kg -> SI,PASS
Structure,structure,PrimaryFrameWidth,Components.StructureAssembly12U.primaryFrame.width,SpacecraftDesignConfig.structure.structure.PrimaryFrameWidth,True,True,True,True,m -> SI,PASS
Structure,structure,PrimaryFrameHeight,Components.StructureAssembly12U.primaryFrame.height,SpacecraftDesignConfig.structure.structure.PrimaryFrameHeight,True,True,True,True,m -> SI,PASS
Structure,structure,PrimaryFrameLength,Components.StructureAssembly12U.primaryFrame.length / r[3],SpacecraftDesignConfig.structure.structure.PrimaryFrameLength,True,True,True,True,m -> SI,PASS
Structure,structure,PayloadDeckOffsetZ,Components.StructureAssembly12U.payloadDeck.r[3],SpacecraftDesignConfig.structure.structure.PayloadDeckOffsetZ,True,True,True,True,m -> SI,PASS
Structure,structure,AvionicsDeckOffsetZ,Components.StructureAssembly12U.avionicsDeck.r[3],SpacecraftDesignConfig.structure.structure.AvionicsDeckOffsetZ,True,True,True,True,m -> SI,PASS
